epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
44,1207.57,0.96435,0.68819,1.01716,0.95506,0.97632,0.98473,0.77938,0.77293,0.47976,0.92919,0.007162,0.007162,0.007162
45,1234.36,0.96843,0.69284,1.0207,0.95333,0.96927,0.98161,0.77299,0.79167,0.49481,0.93206,0.007096,0.007096,0.007096
46,1261.32,0.9661,0.69206,1.01965,0.94923,0.96623,0.97938,0.77478,0.76898,0.48659,0.93506,0.00703,0.00703,0.00703
47,1288.35,0.97004,0.69054,1.02503,0.95178,0.97838,0.98479,0.77932,0.76321,0.47892,0.93412,0.006964,0.006964,0.006964
48,1315.18,0.94303,0.66239,1.00676,0.96908,0.95885,0.98411,0.77702,0.77407,0.47817,0.92847,0.006898,0.006898,0.006898
49,1342.14,0.96181,0.67504,1.02209,0.93696,0.97855,0.98238,0.78213,0.74662,0.4804,0.92467,0.006832,0.006832,0.006832
50,1368.97,0.95009,0.66674,1.01316,0.95514,0.9769,0.98679,0.77376,0.76501,0.46724,0.92998,0.006766,0.006766,0.006766
51,1395.73,0.94249,0.66484,1.01032,0.95636,0.97642,0.98528,0.78354,0.76425,0.48218,0.9309,0.0067,0.0067,0.0067
52,1422.5,0.94278,0.64805,1.01596,0.95172,0.98261,0.98557,0.79797,0.73108,0.46101,0.92264,0.006634,0.006634,0.006634
53,1449.54,0.92919,0.65622,1.00409,0.96356,0.96631,0.98503,0.78319,0.75192,0.46386,0.92492,0.006568,0.006568,0.006568
54,1476.45,0.93256,0.65293,1.01388,0.9433,0.99069,0.98451,0.78551,0.75095,0.46165,0.92646,0.006502,0.006502,0.006502
55,1503.4,0.93223,0.64388,1.00759,0.94962,0.96132,0.97079,0.77531,0.72594,0.47847,0.91423,0.006436,0.006436,0.006436
56,1531.04,0.92908,0.64608,1.00613,0.95724,0.97022,0.97807,0.77592,0.75367,0.46952,0.92727,0.00637,0.00637,0.00637
57,1558.27,0.93332,0.64808,1.00827,0.96132,0.97055,0.98324,0.76643,0.77447,0.47577,0.93082,0.006304,0.006304,0.006304
58,1585.56,0.91808,0.63445,1.00616,0.95512,0.97833,0.98374,0.78031,0.76024,0.45961,0.93128,0.006238,0.006238,0.006238
59,1613.71,0.91854,0.63665,1.00216,0.95841,0.96884,0.98059,0.78052,0.72958,0.45091,0.92025,0.006172,0.006172,0.006172
60,1641.37,0.88823,0.60309,0.99629,0.95084,0.97617,0.98294,0.78658,0.74911,0.45169,0.92275,0.006106,0.006106,0.006106
61,1668.75,0.90087,0.61939,0.99716,0.95399,0.98345,0.98556,0.78585,0.76993,0.44463,0.92432,0.00604,0.00604,0.00604
62,1695.89,0.9037,0.61841,0.99687,0.96502,0.97729,0.98345,0.79108,0.74207,0.43658,0.92341,0.005974,0.005974,0.005974
63,1723.04,0.89611,0.61376,0.99095,0.95515,0.97998,0.98173,0.78146,0.73628,0.44637,0.92204,0.005908,0.005908,0.005908
64,1750.33,0.90239,0.62003,1.00134,0.96135,0.97462,0.98458,0.7935,0.71963,0.4319,0.91918,0.005842,0.005842,0.005842
65,1778.76,0.89258,0.61159,0.98956,0.96154,0.97965,0.9843,0.79552,0.72583,0.43412,0.91993,0.005776,0.005776,0.005776
66,1805.81,0.89439,0.60288,0.99313,0.96121,0.97889,0.98458,0.7837,0.72997,0.44358,0.92311,0.00571,0.00571,0.00571
67,1832.73,0.88289,0.60222,0.99308,0.96364,0.98236,0.98562,0.79105,0.71941,0.42362,0.91577,0.005644,0.005644,0.005644
68,1859.75,0.88742,0.60493,0.99013,0.96315,0.98558,0.98515,0.79527,0.70141,0.4268,0.91148,0.005578,0.005578,0.005578
69,1886.81,0.88122,0.59567,0.98674,0.95258,0.98232,0.98467,0.79839,0.70138,0.43191,0.90849,0.005512,0.005512,0.005512
70,1914,0.87767,0.58955,0.98732,0.95861,0.97806,0.98322,0.79663,0.70096,0.41922,0.91033,0.005446,0.005446,0.005446
71,1941.24,0.87287,0.58281,0.98849,0.96235,0.97303,0.98304,0.78664,0.72567,0.4305,0.91597,0.00538,0.00538,0.00538
72,1968.62,0.87019,0.58971,0.98588,0.96231,0.98168,0.98515,0.79074,0.7286,0.43205,0.91545,0.005314,0.005314,0.005314
73,1995.81,0.8708,0.58538,0.98416,0.9575,0.98497,0.98434,0.79978,0.71023,0.42034,0.91115,0.005248,0.005248,0.005248
74,2023.12,0.86495,0.58093,0.97972,0.95721,0.98073,0.98456,0.79804,0.69912,0.42143,0.90505,0.005182,0.005182,0.005182
75,2051,0.86618,0.59443,0.98586,0.96205,0.98403,0.98442,0.80861,0.68921,0.41923,0.90709,0.005116,0.005116,0.005116
76,2079.03,0.86372,0.57655,0.98656,0.95951,0.9873,0.98423,0.80103,0.69876,0.41448,0.90766,0.00505,0.00505,0.00505
77,2106.66,0.84602,0.5698,0.97876,0.9621,0.98379,0.98608,0.79587,0.70636,0.41366,0.91121,0.004984,0.004984,0.004984
78,2134.37,0.84884,0.57045,0.97287,0.95998,0.98628,0.98536,0.80191,0.6975,0.41318,0.90683,0.004918,0.004918,0.004918
79,2161.89,0.84559,0.56192,0.97753,0.95705,0.98718,0.98366,0.79227,0.69991,0.41043,0.9083,0.004852,0.004852,0.004852
80,2189.49,0.85037,0.56796,0.97234,0.96151,0.97699,0.98449,0.80155,0.69695,0.40965,0.90281,0.004786,0.004786,0.004786
81,2217.22,0.83539,0.56478,0.97023,0.96171,0.98328,0.98505,0.79792,0.70286,0.41193,0.90443,0.00472,0.00472,0.00472
82,2244.77,0.84152,0.55617,0.97271,0.96648,0.98121,0.98504,0.80781,0.68735,0.40474,0.90224,0.004654,0.004654,0.004654
83,2273.08,0.84096,0.56139,0.97079,0.96491,0.98029,0.98339,0.80035,0.68477,0.40147,0.90375,0.004588,0.004588,0.004588
84,2300.64,0.83355,0.55546,0.96928,0.95819,0.97916,0.98515,0.80424,0.68778,0.41054,0.90179,0.004522,0.004522,0.004522
85,2328.03,0.82863,0.56302,0.97482,0.95792,0.97855,0.9832,0.80777,0.68139,0.40479,0.90312,0.004456,0.004456,0.004456
