epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,32.4986,1.77029,4.38338,1.32987,0.57093,0.19726,0.18207,0.11044,1.41714,2.7888,1.03369,9.92308e-05,9.92308e-05,9.92308e-05
2,59.0438,1.57228,2.64071,1.17598,0.71215,0.49803,0.57496,0.36791,1.18113,1.53579,1.04069,0.000197916,0.000197916,0.000197916
3,85.1942,1.45517,1.76608,1.15636,0.69634,0.73485,0.77419,0.50115,1.14869,1.17039,1.02753,0.000295281,0.000295281,0.000295281
4,110.459,1.37191,1.48379,1.13365,0.74905,0.77412,0.8627,0.56481,1.15143,1.09512,1.01238,0.000391326,0.000391326,0.000391326
5,135.669,1.33641,1.35726,1.13025,0.8583,0.84267,0.90582,0.6297,1.04038,0.94455,1.00483,0.000486051,0.000486051,0.000486051
6,160.756,1.30384,1.2557,1.12269,0.83629,0.84269,0.92815,0.59149,1.19301,0.89167,1.00603,0.0004835,0.0004835,0.0004835
7,185.682,1.26946,1.15321,1.10496,0.91081,0.9111,0.94753,0.70143,0.91666,0.78782,0.95464,0.0004802,0.0004802,0.0004802
8,210.753,1.23266,1.07165,1.08706,0.90074,0.92044,0.95585,0.67652,0.99987,0.77799,1.00838,0.0004769,0.0004769,0.0004769
9,235.69,1.17914,0.99768,1.07685,0.92187,0.94034,0.97223,0.70842,0.9133,0.71079,0.96888,0.0004736,0.0004736,0.0004736
10,260.632,1.16419,0.9887,1.0704,0.92775,0.91581,0.96355,0.71755,0.92204,0.71591,0.95933,0.0004703,0.0004703,0.0004703
11,285.535,1.13182,0.91937,1.05714,0.92137,0.95165,0.97076,0.71238,0.87896,0.65764,0.94998,0.000467,0.000467,0.000467
12,310.341,1.12323,0.89332,1.05277,0.90179,0.9452,0.96589,0.72285,0.86212,0.63153,0.93972,0.0004637,0.0004637,0.0004637
13,335.137,1.09955,0.87956,1.04835,0.93623,0.95946,0.97422,0.73891,0.83875,0.61019,0.93223,0.0004604,0.0004604,0.0004604
14,360.091,1.08539,0.85776,1.03945,0.93359,0.95446,0.97523,0.70263,0.90274,0.63974,0.94727,0.0004571,0.0004571,0.0004571
15,384.715,1.05929,0.81481,1.02944,0.95533,0.95202,0.97202,0.73136,0.86442,0.61761,0.93865,0.0004538,0.0004538,0.0004538
16,409.319,1.0631,0.80641,1.03198,0.9247,0.96941,0.97347,0.73939,0.84304,0.5875,0.92126,0.0004505,0.0004505,0.0004505
17,433.401,1.0403,0.79491,1.02045,0.94874,0.9623,0.97368,0.74465,0.82121,0.57795,0.92169,0.0004472,0.0004472,0.0004472
18,457.172,1.02594,0.77023,1.01486,0.94459,0.97431,0.98049,0.75642,0.80626,0.56783,0.9202,0.0004439,0.0004439,0.0004439
19,481.924,1.02611,0.75978,1.01245,0.96157,0.96823,0.97681,0.6964,0.94673,0.5835,0.94489,0.0004406,0.0004406,0.0004406
20,506.845,1.03004,0.75291,1.01812,0.9484,0.97076,0.98065,0.75534,0.81336,0.54748,0.91878,0.0004373,0.0004373,0.0004373
21,531.879,1.00942,0.73998,1.00279,0.93049,0.97296,0.97695,0.73903,0.82345,0.56881,0.91206,0.000434,0.000434,0.000434
22,556.652,1.00776,0.73366,1.00828,0.95813,0.96281,0.97684,0.75067,0.81973,0.56696,0.91294,0.0004307,0.0004307,0.0004307
23,581.368,0.98078,0.71649,0.99921,0.95162,0.97117,0.97924,0.75139,0.8116,0.52994,0.91094,0.0004274,0.0004274,0.0004274
24,606.413,0.99932,0.71017,1.00464,0.94328,0.97031,0.98464,0.75803,0.802,0.5286,0.90193,0.0004241,0.0004241,0.0004241
25,631.342,0.97417,0.70104,0.99421,0.94827,0.96499,0.98173,0.74933,0.79796,0.52983,0.90985,0.0004208,0.0004208,0.0004208
26,656.011,0.97735,0.70544,0.99438,0.94678,0.96815,0.98117,0.73847,0.82409,0.53494,0.91849,0.0004175,0.0004175,0.0004175
27,680.732,0.9639,0.68744,0.99149,0.95367,0.96318,0.98191,0.75646,0.81032,0.50695,0.90774,0.0004142,0.0004142,0.0004142
28,705.288,0.98179,0.68403,0.99743,0.94166,0.96981,0.97978,0.77034,0.78612,0.49843,0.90365,0.0004109,0.0004109,0.0004109
29,730.163,0.9514,0.67817,0.99048,0.94498,0.9693,0.97983,0.73374,0.84978,0.5358,0.91679,0.0004076,0.0004076,0.0004076
30,754.923,0.94884,0.6684,0.98172,0.94032,0.96932,0.98142,0.76699,0.78975,0.52901,0.89444,0.0004043,0.0004043,0.0004043
31,779.509,0.9379,0.65639,0.9784,0.94802,0.97367,0.97904,0.75603,0.78844,0.50659,0.90276,0.000401,0.000401,0.000401
32,803.621,0.94308,0.65844,0.98108,0.94024,0.9694,0.9822,0.75132,0.81043,0.51188,0.91338,0.0003977,0.0003977,0.0003977
33,827.8,0.94115,0.65116,0.98443,0.95175,0.96672,0.97964,0.76609,0.77179,0.50337,0.8996,0.0003944,0.0003944,0.0003944
34,852.056,0.93502,0.65037,0.97721,0.91954,0.95263,0.97963,0.76782,0.76188,0.53003,0.89421,0.0003911,0.0003911,0.0003911
35,876.497,0.93114,0.64304,0.97744,0.94883,0.96544,0.98036,0.77553,0.76044,0.48445,0.90188,0.0003878,0.0003878,0.0003878
36,901.24,0.91957,0.6432,0.97688,0.94626,0.96966,0.97825,0.76309,0.75703,0.48225,0.89484,0.0003845,0.0003845,0.0003845
37,925.778,0.90589,0.62364,0.97053,0.94539,0.96851,0.98286,0.77726,0.75622,0.48483,0.88925,0.0003812,0.0003812,0.0003812
38,950.396,0.90439,0.62595,0.97107,0.94385,0.96838,0.97943,0.76431,0.77094,0.4835,0.89539,0.0003779,0.0003779,0.0003779
39,974.877,0.89957,0.60911,0.97088,0.9491,0.96439,0.9833,0.75776,0.79054,0.48632,0.89676,0.0003746,0.0003746,0.0003746
40,999.547,0.91059,0.62413,0.96977,0.9552,0.97217,0.98117,0.7754,0.7456,0.45741,0.88571,0.0003713,0.0003713,0.0003713
41,1024.15,0.90585,0.61311,0.96757,0.95337,0.969,0.98007,0.77433,0.75147,0.47326,0.88696,0.000368,0.000368,0.000368
42,1048.76,0.89682,0.62562,0.96842,0.94143,0.97399,0.98278,0.77549,0.75453,0.45917,0.8978,0.0003647,0.0003647,0.0003647
43,1073.56,0.8851,0.60361,0.95816,0.92977,0.97872,0.96966,0.76505,0.757,0.46851,0.89323,0.0003614,0.0003614,0.0003614
44,1098.39,0.88812,0.60144,0.95996,0.95391,0.97981,0.98356,0.77826,0.74601,0.4622,0.89044,0.0003581,0.0003581,0.0003581
45,1122.78,0.89561,0.60305,0.96487,0.96045,0.97888,0.98834,0.78495,0.7369,0.44507,0.8884,0.0003548,0.0003548,0.0003548
46,1146.91,0.8789,0.59484,0.9531,0.95944,0.98309,0.98694,0.78151,0.73993,0.44411,0.8872,0.0003515,0.0003515,0.0003515
47,1170.89,0.87147,0.58312,0.95796,0.95435,0.9781,0.98583,0.78946,0.74418,0.44141,0.89544,0.0003482,0.0003482,0.0003482
48,1195.5,0.88163,0.59436,0.95531,0.94932,0.98313,0.9843,0.78558,0.74188,0.46019,0.8917,0.0003449,0.0003449,0.0003449
49,1220.31,0.87418,0.58371,0.95759,0.94725,0.98476,0.98188,0.78025,0.74389,0.44251,0.88537,0.0003416,0.0003416,0.0003416
50,1245.15,0.87611,0.58529,0.96025,0.93538,0.98418,0.98008,0.78371,0.73376,0.43811,0.88736,0.0003383,0.0003383,0.0003383
51,1270.01,0.8733,0.58057,0.95512,0.96054,0.98569,0.98381,0.78513,0.73083,0.45199,0.88761,0.000335,0.000335,0.000335
52,1294.79,0.85996,0.57287,0.9492,0.96315,0.97197,0.97977,0.78678,0.7195,0.43953,0.88519,0.0003317,0.0003317,0.0003317
53,1319.89,0.8616,0.57808,0.94794,0.96354,0.97249,0.98201,0.78299,0.74108,0.43515,0.89157,0.0003284,0.0003284,0.0003284
54,1344.88,0.86301,0.56995,0.95233,0.96149,0.98125,0.97954,0.78448,0.73113,0.43333,0.88662,0.0003251,0.0003251,0.0003251
55,1369.62,0.85414,0.56458,0.95067,0.94961,0.9781,0.97971,0.78234,0.71793,0.43592,0.88434,0.0003218,0.0003218,0.0003218
56,1394.5,0.83171,0.54992,0.94085,0.95564,0.98106,0.98429,0.78685,0.72276,0.43506,0.88477,0.0003185,0.0003185,0.0003185
57,1419.39,0.84726,0.54827,0.94518,0.95087,0.97302,0.98068,0.78763,0.73126,0.44223,0.88684,0.0003152,0.0003152,0.0003152
58,1444.04,0.84552,0.56348,0.95039,0.94662,0.98473,0.98114,0.7923,0.71554,0.43383,0.88489,0.0003119,0.0003119,0.0003119
59,1468.6,0.84671,0.55175,0.94899,0.95527,0.97891,0.98013,0.78449,0.72782,0.43301,0.89026,0.0003086,0.0003086,0.0003086
60,1493.04,0.83623,0.55429,0.9446,0.95492,0.97353,0.9802,0.78517,0.71787,0.43058,0.8834,0.0003053,0.0003053,0.0003053
61,1517.34,0.83973,0.55093,0.94322,0.94322,0.97605,0.98193,0.79099,0.70433,0.4188,0.88123,0.000302,0.000302,0.000302
62,1541.45,0.83034,0.54449,0.9416,0.94858,0.97537,0.98153,0.79572,0.69713,0.41628,0.87665,0.0002987,0.0002987,0.0002987
63,1565.46,0.84089,0.5429,0.94787,0.95306,0.98142,0.97713,0.79573,0.70411,0.41752,0.87794,0.0002954,0.0002954,0.0002954
64,1589.71,0.83344,0.54506,0.94466,0.95533,0.97688,0.98338,0.79346,0.71884,0.41452,0.88823,0.0002921,0.0002921,0.0002921
65,1614.25,0.82768,0.53701,0.94057,0.96103,0.97097,0.9826,0.80063,0.69606,0.41678,0.88005,0.0002888,0.0002888,0.0002888
66,1638.66,0.83163,0.54095,0.94049,0.95488,0.98294,0.98194,0.79909,0.70364,0.41925,0.88215,0.0002855,0.0002855,0.0002855
67,1663.2,0.82324,0.53297,0.94075,0.95918,0.98239,0.98356,0.8008,0.69644,0.41453,0.87743,0.0002822,0.0002822,0.0002822
68,1687.66,0.80929,0.53312,0.93522,0.96905,0.98563,0.98718,0.80599,0.71047,0.40126,0.87919,0.0002789,0.0002789,0.0002789
69,1712.17,0.8165,0.52826,0.94059,0.95198,0.97255,0.98181,0.79706,0.714,0.41503,0.88139,0.0002756,0.0002756,0.0002756
70,1736.71,0.80527,0.53134,0.93569,0.95626,0.97526,0.97924,0.79413,0.72591,0.41523,0.88524,0.0002723,0.0002723,0.0002723
71,1761.1,0.82338,0.53574,0.94173,0.95404,0.97144,0.98392,0.80626,0.70413,0.42238,0.88538,0.000269,0.000269,0.000269
72,1785.46,0.81183,0.52687,0.93812,0.93656,0.98402,0.97832,0.79367,0.70829,0.41053,0.88823,0.0002657,0.0002657,0.0002657
73,1809.67,0.80681,0.51781,0.9363,0.95277,0.97128,0.98058,0.79549,0.70424,0.40978,0.87969,0.0002624,0.0002624,0.0002624
74,1833.48,0.80746,0.52183,0.93465,0.949,0.97601,0.97873,0.7873,0.70619,0.4149,0.88067,0.0002591,0.0002591,0.0002591
75,1857.48,0.79484,0.51885,0.93376,0.95563,0.97821,0.98316,0.80355,0.69054,0.3994,0.88005,0.0002558,0.0002558,0.0002558
76,1881.83,0.79139,0.51141,0.93121,0.96392,0.97866,0.98288,0.79914,0.70462,0.39413,0.8792,0.0002525,0.0002525,0.0002525
77,1906.44,0.78272,0.50427,0.92923,0.94893,0.98204,0.98143,0.79102,0.71172,0.40492,0.88509,0.0002492,0.0002492,0.0002492
78,1931.03,0.78585,0.50476,0.92776,0.95947,0.97198,0.98208,0.80007,0.68799,0.39105,0.88069,0.0002459,0.0002459,0.0002459
79,1955.57,0.8027,0.51405,0.93093,0.95668,0.96975,0.98132,0.79518,0.69465,0.39542,0.88582,0.0002426,0.0002426,0.0002426
80,1980.15,0.78794,0.50868,0.92982,0.95116,0.98066,0.98165,0.79509,0.70656,0.40673,0.88231,0.0002393,0.0002393,0.0002393
81,2004.52,0.78341,0.50354,0.92799,0.94861,0.98008,0.98194,0.80112,0.68045,0.40015,0.88072,0.000236,0.000236,0.000236
82,2029.03,0.78183,0.50378,0.92943,0.95852,0.97908,0.98151,0.79307,0.70488,0.38997,0.88247,0.0002327,0.0002327,0.0002327
83,2053.63,0.78286,0.50283,0.928,0.96011,0.97825,0.98287,0.80177,0.70142,0.39622,0.8799,0.0002294,0.0002294,0.0002294
