epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,450.963,0.79073,0.49163,0.96174,0.97309,0.99359,0.99453,0.83542,0.68922,0.35213,0.93796,0.000428887,0.000428887,0.000428887
43,461.043,0.80094,0.51285,0.9706,0.95907,0.99237,0.99453,0.81333,0.72918,0.3913,0.9339,0.000425006,0.000425006,0.000425006
44,471.235,0.79216,0.49418,0.95802,0.96716,0.98452,0.99273,0.82005,0.74043,0.38261,0.94153,0.000421126,0.000421126,0.000421126
45,481.945,0.75103,0.47221,0.94742,0.9839,0.99359,0.99453,0.82125,0.71402,0.37914,0.92799,0.000417245,0.000417245,0.000417245
46,492.611,0.76794,0.47127,0.94786,0.95205,0.99359,0.99244,0.83345,0.68782,0.36057,0.92743,0.000413364,0.000413364,0.000413364
47,503.491,0.7612,0.47337,0.95439,0.97928,0.991,0.99412,0.83019,0.68943,0.36926,0.93422,0.000409483,0.000409483,0.000409483
48,514.295,0.77081,0.48014,0.94807,0.97317,0.99359,0.99377,0.8301,0.67241,0.34426,0.9195,0.000405602,0.000405602,0.000405602
49,523.752,0.74846,0.46246,0.93306,0.96652,0.99206,0.99412,0.83136,0.67635,0.35535,0.92529,0.000401722,0.000401722,0.000401722
50,534.182,0.73356,0.45408,0.94811,0.96943,0.99296,0.99453,0.83754,0.70811,0.35818,0.92497,0.000397841,0.000397841,0.000397841
51,544.898,0.75973,0.46839,0.94432,0.96015,0.99359,0.99412,0.83304,0.67361,0.3593,0.93091,0.00039396,0.00039396,0.00039396
52,555.557,0.73569,0.46457,0.94107,0.96357,0.99359,0.99011,0.82789,0.6883,0.36724,0.93264,0.000390079,0.000390079,0.000390079
53,566.317,0.75611,0.47085,0.95938,0.95137,0.99359,0.991,0.82952,0.69089,0.38245,0.93152,0.000386198,0.000386198,0.000386198
54,576.531,0.73996,0.46791,0.94276,0.97112,0.99359,0.99254,0.83191,0.70951,0.3794,0.93477,0.000382318,0.000382318,0.000382318
55,586.524,0.74028,0.45893,0.94103,0.97464,0.99285,0.99412,0.84319,0.66193,0.3582,0.92827,0.000378437,0.000378437,0.000378437
56,597.463,0.73071,0.46143,0.9333,0.97343,0.99359,0.99077,0.83912,0.65576,0.35365,0.93015,0.000374556,0.000374556,0.000374556
57,608.257,0.73354,0.4534,0.94637,0.94625,0.99063,0.99346,0.84731,0.64295,0.38296,0.92714,0.000370675,0.000370675,0.000370675
58,619.079,0.73129,0.45567,0.94468,0.94803,0.99359,0.99067,0.86226,0.63588,0.33839,0.92372,0.000366794,0.000366794,0.000366794
59,629.872,0.74384,0.45098,0.94261,0.94693,0.9834,0.99185,0.84232,0.66191,0.37735,0.92301,0.000362914,0.000362914,0.000362914
60,639.662,0.7105,0.44187,0.93472,0.95758,0.99069,0.99027,0.84349,0.67592,0.34831,0.9212,0.000359033,0.000359033,0.000359033
61,649.836,0.72175,0.44263,0.93539,0.97616,0.99159,0.98952,0.84163,0.68675,0.37849,0.92495,0.000355152,0.000355152,0.000355152
62,660.607,0.70328,0.43933,0.92391,0.98485,0.99359,0.99077,0.84043,0.63869,0.35703,0.91683,0.000351271,0.000351271,0.000351271
63,671.223,0.7114,0.44418,0.93842,0.96451,0.99359,0.99377,0.84787,0.65352,0.33306,0.92167,0.00034739,0.00034739,0.00034739
64,681.941,0.69801,0.44324,0.93586,0.9621,0.99359,0.99453,0.85613,0.65154,0.33867,0.91925,0.00034351,0.00034351,0.00034351
65,692.221,0.70204,0.4383,0.93101,0.98018,0.99359,0.99088,0.85564,0.62433,0.33533,0.90619,0.000339629,0.000339629,0.000339629
66,702.017,0.68838,0.43629,0.92252,0.96461,0.99359,0.99346,0.85126,0.61947,0.33047,0.9188,0.000335748,0.000335748,0.000335748
67,712.722,0.7014,0.42794,0.92511,0.97771,0.98976,0.991,0.84657,0.63416,0.32845,0.91437,0.000331867,0.000331867,0.000331867
68,723.379,0.6842,0.42788,0.91585,0.98319,0.99359,0.99003,0.84708,0.64285,0.33101,0.91888,0.000327986,0.000327986,0.000327986
69,734.145,0.68498,0.42503,0.92535,0.96443,0.99359,0.99453,0.84395,0.63539,0.33142,0.92456,0.000324106,0.000324106,0.000324106
70,744.85,0.67146,0.42404,0.92241,0.9765,0.99359,0.99273,0.84092,0.65968,0.357,0.92372,0.000320225,0.000320225,0.000320225
71,754.829,0.69807,0.42295,0.93216,0.98186,0.99138,0.99412,0.8497,0.64659,0.32401,0.92487,0.000316344,0.000316344,0.000316344
72,765.166,0.68475,0.41871,0.92979,0.98311,0.99233,0.99113,0.84513,0.66051,0.32531,0.92368,0.000312463,0.000312463,0.000312463
73,775.894,0.682,0.41926,0.92221,0.95422,0.99109,0.99128,0.85292,0.61565,0.35439,0.91445,0.000308582,0.000308582,0.000308582
74,786.617,0.67147,0.41981,0.92665,0.97889,0.99359,0.99377,0.84563,0.6147,0.31422,0.91015,0.000304702,0.000304702,0.000304702
75,797.4,0.66565,0.40869,0.9219,0.98027,0.99249,0.99189,0.84767,0.65335,0.3213,0.91255,0.000300821,0.000300821,0.000300821
76,807.654,0.65192,0.40282,0.91101,0.9783,0.99359,0.99412,0.8372,0.61623,0.30709,0.91637,0.00029694,0.00029694,0.00029694
77,817.66,0.66334,0.41384,0.92091,0.98271,0.98709,0.99377,0.86311,0.61282,0.32124,0.91506,0.000293059,0.000293059,0.000293059
78,828.416,0.65868,0.40489,0.91763,0.97574,0.99359,0.99166,0.85625,0.62457,0.31793,0.90792,0.000289178,0.000289178,0.000289178
